record_id,paper_group,method_id,process_method,display_label,view,cluster,pcoa1,pcoa2
l325-s5-manafi-2015,article:l325,M1,Solution Processing,Solution processing,method_aware_process,1,0.08882847916607944,-0.3268510990056075
l180-s3-maillard-2012,article:l180,M1,Solution Processing,Solution processing,method_aware_process,2,-0.05236048308108605,-0.23152939337166864
l310-s5-chatterjee-2007,article:l310,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.2729631342539368,0.1495852884295927
l413-s3-botta-2018,article:l413,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.30368998785452883,0.17822706276881786
l375-s4-rishi-2018,article:l375,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.4063740838059657,0.08573347919961838
l252-s3-ameli-2014,article:l252,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3654392435807014,0.13984772322678293
l154-s3-eitan-2005,article:l154,M1,Solution Processing,Solution processing,method_aware_process,1,0.05288648374170926,-0.33454882502769134
l376-s6-carroll-2017,article:l376,M1,Solution Processing,Solution processing,method_aware_process,1,0.10365588752340159,-0.3492352976701766
l111-s4-singha-2009,article:l111,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.22391152074724044,0.14209337768060956
l179-s5-ramanathan-2007,article:l179,M1,Solution Processing,Solution processing,method_aware_process,1,0.0183370530437431,-0.23414440234375877
l221-s4-dai-2008,article:l221,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.16880312303705383,0.2585738411482496
l208-s5-li-2012,article:l208,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.2990997327742623,0.19697108024614868
l209-s7-ash-2001,article:l209,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.35498635592234606,0.1973097336251926
l136-s5-vescovo-2010,article:l136,M1,Solution Processing,Solution processing,method_aware_process,1,-0.04969208849717456,-0.33070620851380156
l259-s2-chen-2017,article:l259,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2709105606786046,0.20000357225188387
l314-s4-diezpascual-2011,article:l314,M1,Solution Processing,Solution processing,method_aware_process,1,0.024848086274244608,-0.22938688218177597
l282-s3-cui-2008,article:l282,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2964419678503209,0.1171588047905239
l118-s1-fidelus-2005,article:l118,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.21586260673805613,0.10971425690574302
l278-s2-choi-2001,article:l278,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.3168015528164728,0.19504109974956577
l146-s4-tao-2011,article:l146,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.43457735286060845,0.21622272322898206
l132-s4-holt-2014,article:l132,M1,Solution Processing,Solution processing,method_aware_process,1,0.06876142606939444,-0.3233609999831833
l137-s8-yang-2014,article:l137,M1,Solution Processing,Solution processing,method_aware_process,1,0.055735769530926675,-0.31637632866112575
l271-s15-sun-2004,article:l271,M1,Solution Processing,Solution processing,method_aware_process,1,-0.1394017759032442,-0.3313698669715543
l266-s8-kalaitzidou-2007,article:l266,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.36230274537219354,0.12624466691350683
l261-s2-wang-2016,article:l261,M1,Solution Processing,Solution processing,method_aware_process,1,0.08724986749784466,-0.29407815312483543
l377-s4-wanasekara-2017,article:l377,M1,Solution Processing,Solution processing,method_aware_process,1,-0.037248093419085006,-0.32867624136981205
l318-s3-patsidis-2014,article:l318,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.24907528033001528,0.07868348918560016
l375-s1-rishi-2018,article:l375,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.40642128961903945,0.0856441704552268
l146-s3-tao-2011,article:l146,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.43457735286060845,0.21622272322898214
l304-s3-stockelhuber-2011,article:l304,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3376548216555214,0.07812694596826783
l229-s7-bao-2011,article:l229,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.30735221798063095,0.1017363839843039
l316-s3-chandrasekaran-2013,article:l316,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.25155018244241306,0.07950044108124783
l120-s11-murugaraj-2005,article:l120,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.41886960287694475,0.17423867162366766
l297-s1-shen-2004,article:l297,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2678672900211497,0.10686996147933521
l267-s3-kim-2006,article:l267,M1,Solution Processing,Solution processing,method_aware_process,1,-0.03604631280098106,-0.3424886206508252
l279-s1-motaung-2012,article:l279,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3733500404939583,0.23841723960631303
l302-s3-bandyopadhyay-2005,article:l302,M1,Solution Processing,Solution processing,method_aware_process,1,0.055207776321202925,-0.281872263804226
l396-s4-ghosh-2013,article:l396,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.313175488733907,0.14587485351206583
l297-s2-shen-2004,article:l297,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.26786729002114956,0.1068699614793352
l287-s3-jang-2008,article:l287,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.3889527446020472,0.09370343692503334
