sample_id,article_group,mask_fraction,replicate,reported_setting_count,masked_keys
l182-s7-hoepfner-2017,article:l182,0.75,1,15,"[""drying evaporation#0:temperature"", ""heating#0:pressure"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]"
l182-s7-hoepfner-2017,article:l182,0.75,2,15,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:temperature"", ""mixing#2:time""]"
l254-s7-castillo-2011,article:l254,0.25,0,9,"[""heating#0:temperature"", ""mixing#0:temperature"", ""mixing#0:time""]"
l254-s7-castillo-2011,article:l254,0.25,1,9,"[""drying evaporation#0:time"", ""mixing#0:rotational frequency"", ""mixing#0:temperature""]"
l254-s7-castillo-2011,article:l254,0.25,2,9,"[""drying evaporation#0:time"", ""mixing#0:rotational frequency"", ""mixing#0:temperature""]"
l254-s7-castillo-2011,article:l254,0.5,0,9,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]"
l254-s7-castillo-2011,article:l254,0.5,1,9,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""mixing#0:rotational frequency"", ""mixing#0:temperature""]"
l254-s7-castillo-2011,article:l254,0.5,2,9,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature""]"
l254-s7-castillo-2011,article:l254,0.75,0,9,"[""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]"
l254-s7-castillo-2011,article:l254,0.75,1,9,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]"
l254-s7-castillo-2011,article:l254,0.75,2,9,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]"
l171-s15-rittigstein-2006,article:l171,0.25,0,9,"[""cooling#0:temperature"", ""cooling#1:time"", ""solvent#0:solvent name""]"
l171-s15-rittigstein-2006,article:l171,0.25,1,9,"[""cooling#1:time"", ""mixing#0:mixer"", ""mixing#0:mixing method""]"
l171-s15-rittigstein-2006,article:l171,0.25,2,9,"[""cooling#1:temperature"", ""cooling#1:time"", ""mixing#0:mixing method""]"
l171-s15-rittigstein-2006,article:l171,0.5,0,9,"[""cooling#0:temperature"", ""cooling#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""solvent#0:solvent name""]"
l171-s15-rittigstein-2006,article:l171,0.5,1,9,"[""cooling#0:temperature"", ""cooling#1:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l171-s15-rittigstein-2006,article:l171,0.5,2,9,"[""cooling#0:time"", ""cooling#1:temperature"", ""cooling#1:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l171-s15-rittigstein-2006,article:l171,0.75,0,9,"[""cooling#0:temperature"", ""cooling#0:time"", ""cooling#1:temperature"", ""cooling#1:time"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l171-s15-rittigstein-2006,article:l171,0.75,1,9,"[""cooling#0:temperature"", ""cooling#0:time"", ""cooling#1:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l171-s15-rittigstein-2006,article:l171,0.75,2,9,"[""cooling#0:temperature"", ""cooling#0:time"", ""drying evaporation#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l320-s2-wang-2014,article:l320,0.25,0,17,"[""heating#2:time"", ""heating#3:temperature"", ""mixing#3:mixer"", ""mixing#3:mixing method"", ""mixing#3:rotational frequency""]"
l320-s2-wang-2014,article:l320,0.25,1,17,"[""heating#2:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""mixing#0:mixer"", ""mixing#2:mixing method""]"
l320-s2-wang-2014,article:l320,0.25,2,17,"[""mixing#0:mixer"", ""mixing#2:mixing method"", ""mixing#2:time"", ""mixing#3:mixer"", ""mixing#3:rotational frequency""]"
l320-s2-wang-2014,article:l320,0.5,0,17,"[""heating#1:ambient condition"", ""heating#2:time"", ""heating#3:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:mixer"", ""mixing#3:rotational frequency"", ""mixing#4:mixing method""]"
l320-s2-wang-2014,article:l320,0.5,1,17,"[""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixer"", ""mixing#3:mixing method"", ""mixing#3:rotational frequency"", ""mixing#4:mixing method""]"
l320-s2-wang-2014,article:l320,0.5,2,17,"[""heating#0:temperature"", ""heating#1:ambient condition"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""mixing#3:rotational frequency"", ""mixing#4:mixing method""]"
l320-s2-wang-2014,article:l320,0.75,0,17,"[""heating#0:temperature"", ""heating#1:ambient condition"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:mixer"", ""mixing#3:mixing method"", ""mixing#3:rotational frequency"", ""mixing#4:mixing method""]"
l320-s2-wang-2014,article:l320,0.75,1,17,"[""heating#0:temperature"", ""heating#1:ambient condition"", ""heating#1:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:time"", ""mixing#3:mixer"", ""mixing#3:mixing method"", ""mixing#4:mixing method""]"
l320-s2-wang-2014,article:l320,0.75,2,17,"[""heating#1:ambient condition"", ""heating#2:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time"", ""mixing#3:mixer"", ""mixing#3:mixing method"", ""mixing#3:rotational frequency"", ""mixing#4:mixing method""]"
l324-s5-zhu-2017,article:l324,0.25,0,7,"[""drying evaporation#0:ambient condition"", ""mixing#1:mixer""]"
l324-s5-zhu-2017,article:l324,0.25,1,7,"[""drying evaporation#0:temperature"", ""molding#0:temperature""]"
l324-s5-zhu-2017,article:l324,0.25,2,7,"[""mixing#1:mixer"", ""molding#0:temperature""]"
l324-s5-zhu-2017,article:l324,0.5,0,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#1:mixer"", ""molding#0:pressure""]"
l324-s5-zhu-2017,article:l324,0.5,1,7,"[""drying evaporation#0:temperature"", ""mixing#1:mixer"", ""molding#0:pressure"", ""molding#0:time""]"
l324-s5-zhu-2017,article:l324,0.5,2,7,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""molding#0:pressure"", ""molding#0:time""]"
l324-s5-zhu-2017,article:l324,0.75,0,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l324-s5-zhu-2017,article:l324,0.75,1,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#1:mixer"", ""molding#0:pressure"", ""molding#0:temperature""]"
l324-s5-zhu-2017,article:l324,0.75,2,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#1:mixer"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l174-s6-ramanathan-2008,article:l174,0.25,0,3,"[""mixing#1:mixing method""]"
l174-s6-ramanathan-2008,article:l174,0.25,1,3,"[""mixing#1:time""]"
l174-s6-ramanathan-2008,article:l174,0.25,2,3,"[""mixing#1:mixing method""]"
l174-s6-ramanathan-2008,article:l174,0.5,0,3,"[""mixing#0:mixing method"", ""mixing#1:mixing method""]"
l174-s6-ramanathan-2008,article:l174,0.5,1,3,"[""mixing#1:mixing method"", ""mixing#1:time""]"
l174-s6-ramanathan-2008,article:l174,0.5,2,3,"[""mixing#0:mixing method"", ""mixing#1:mixing method""]"
l174-s6-ramanathan-2008,article:l174,0.75,0,3,"[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l174-s6-ramanathan-2008,article:l174,0.75,1,3,"[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l174-s6-ramanathan-2008,article:l174,0.75,2,3,"[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l225-s1-ma-2007,article:l225,0.25,0,4,"[""molding#0:temperature""]"
l225-s1-ma-2007,article:l225,0.25,1,4,"[""heating#0:temperature""]"
l225-s1-ma-2007,article:l225,0.25,2,4,"[""heating#0:temperature""]"
l225-s1-ma-2007,article:l225,0.5,0,4,"[""heating#0:temperature"", ""molding#0:time""]"
l225-s1-ma-2007,article:l225,0.5,1,4,"[""molding#0:temperature"", ""molding#0:time""]"
l225-s1-ma-2007,article:l225,0.5,2,4,"[""heating#0:temperature"", ""heating#0:time""]"
l225-s1-ma-2007,article:l225,0.75,0,4,"[""heating#0:temperature"", ""heating#0:time"", ""molding#0:temperature""]"
l225-s1-ma-2007,article:l225,0.75,1,4,"[""heating#0:time"", ""molding#0:temperature"", ""molding#0:time""]"
l225-s1-ma-2007,article:l225,0.75,2,4,"[""heating#0:temperature"", ""heating#0:time"", ""molding#0:time""]"
l196-s4-petersson-2006,article:l196,0.25,0,11,"[""additive#0:additive"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l196-s4-petersson-2006,article:l196,0.25,1,11,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l196-s4-petersson-2006,article:l196,0.25,2,11,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:time""]"
l196-s4-petersson-2006,article:l196,0.5,0,11,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:time""]"
l196-s4-petersson-2006,article:l196,0.5,1,11,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]"
