pair,left,right,replicate,mask,eligible_joint_reported_keys,masked_left_keys,masked_right_keys,bilateral_keys_match
245,l379-s8-liu-2017,e408-s24-prasad-2021,0,unilateral,"[""mixing#0:mixing method""]","[""additive#0:additive"", ""additive#2:additive"", ""curing#0:ambient condition"", ""curing#0:pressure"", ""curing#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""solvent#0:solvent name""]",[],
245,l379-s8-liu-2017,e408-s24-prasad-2021,0,bilateral,"[""mixing#0:mixing method""]",[],[],True
245,l379-s8-liu-2017,e408-s24-prasad-2021,0,article_block,"[""mixing#0:mixing method""]","[""curing#0:temperature"", ""mixing#0:mixer"", ""mixing#0:temperature"", ""solvent#0:solvent name""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""extrusion output#0:equipment type"", ""extrusion output#0:extrusion temperature"", ""extrusion output#0:melt temperature"", ""extrusion output#0:pressure at die"", ""extrusion output#0:residence time""]",
246,l396-s6-ghosh-2013,l209-s12-ash-2001,0,unilateral,[],"[""additive#0:additive"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#1:temperature"", ""mixing#0:mixing method""]",[],
246,l396-s6-ghosh-2013,l209-s12-ash-2001,0,bilateral,[],[],[],True
246,l396-s6-ghosh-2013,l209-s12-ash-2001,0,article_block,[],"[""extrusion#0:equipment type"", ""mixing#0:mixer"", ""mixing#0:mixing method""]","[""drying evaporation#0:time""]",
247,l275-s1-zhou-2006,l120-s11-murugaraj-2005,0,unilateral,[],"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time""]",[],
247,l275-s1-zhou-2006,l120-s11-murugaraj-2005,0,bilateral,[],[],[],True
247,l275-s1-zhou-2006,l120-s11-murugaraj-2005,0,article_block,[],"[""mixing#0:mixing method""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]",
248,l212-s5-ghanbari-2012,l276-s3-huang-2009,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation speed""]","[""cooling#1:time"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""extrusion#0:extruder"", ""extrusion#0:rotation speed"", ""extrusion#0:screw diameter"", ""extrusion#0:screw diameter length ratio"", ""molding#0:ambient condition"", ""molding#0:time""]",[],
248,l212-s5-ghanbari-2012,l276-s3-huang-2009,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation speed""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:extrusion temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:extrusion temperature""]",True
248,l212-s5-ghanbari-2012,l276-s3-huang-2009,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation speed""]","[""cooling#1:time"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""molding#0:temperature"", ""molding#0:time""]","[""extrusion#0:equipment type"", ""extrusion#0:rotation speed""]",
249,l324-s5-zhu-2017,l260-s5-haggenmueller-2006,0,unilateral,[],"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time""]",[],
249,l324-s5-zhu-2017,l260-s5-haggenmueller-2006,0,bilateral,[],[],[],True
249,l324-s5-zhu-2017,l260-s5-haggenmueller-2006,0,article_block,[],"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""molding#0:time""]","[""mixing#0:mixer"", ""mixing#0:time""]",
250,l179-s5-ramanathan-2007,l278-s2-choi-2001,0,unilateral,"[""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#0:pressure""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:time"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""mixing#2:time"", ""molding#0:temperature""]",[],
250,l179-s5-ramanathan-2007,l278-s2-choi-2001,0,bilateral,"[""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#0:pressure""]","[""mixing#2:mixing method"", ""molding#0:pressure""]","[""mixing#2:mixing method"", ""molding#0:pressure""]",True
250,l179-s5-ramanathan-2007,l278-s2-choi-2001,0,article_block,"[""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#0:pressure""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""molding#0:temperature""]","[""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:pressure"", ""solvent#0:solvent name""]",
251,l324-s5-zhu-2017,l287-s2-jang-2008,0,unilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature""]","[""drying evaporation#0:ambient condition"", ""molding#0:temperature""]",[],
251,l324-s5-zhu-2017,l287-s2-jang-2008,0,bilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature""]",[],[],True
251,l324-s5-zhu-2017,l287-s2-jang-2008,0,article_block,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""molding#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]",
252,l259-s2-chen-2017,l377-s4-wanasekara-2017,0,unilateral,"[""mixing#0:mixing method""]","[""heating#0:ambient condition"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]",[],
252,l259-s2-chen-2017,l377-s4-wanasekara-2017,0,bilateral,"[""mixing#0:mixing method""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
252,l259-s2-chen-2017,l377-s4-wanasekara-2017,0,article_block,"[""mixing#0:mixing method""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]","[""drying evaporation#0:time"", ""mixing#0:mixing method""]",
253,l191-s3-xie-2004,l118-s1-fidelus-2005,0,unilateral,"[""mixing#1:mixing method""]","[""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]",[],
253,l191-s3-xie-2004,l118-s1-fidelus-2005,0,bilateral,"[""mixing#1:mixing method""]",[],[],True
253,l191-s3-xie-2004,l118-s1-fidelus-2005,0,article_block,"[""mixing#1:mixing method""]","[""mixing#0:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""heating#0:temperature""]",
254,l196-s4-petersson-2006,e410-s2-prasad-2021,0,unilateral,"[""mixing#0:mixing method""]","[""heating#0:ambient condition"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:time"", ""molding#0:time""]",[],
254,l196-s4-petersson-2006,e410-s2-prasad-2021,0,bilateral,"[""mixing#0:mixing method""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
254,l196-s4-petersson-2006,e410-s2-prasad-2021,0,article_block,"[""mixing#0:mixing method""]","[""heating#0:ambient condition"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion output#0:equipment type"", ""extrusion output#0:extruder"", ""extrusion output#0:rotation mode"", ""extrusion output#0:screw channel diameter"", ""extrusion output#0:screw diameter""]",
255,l313-s2-huang-2014,l276-s4-huang-2009,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]",[],
255,l313-s2-huang-2014,l276-s4-huang-2009,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature""]","[""drying evaporation#0:temperature""]",True
255,l313-s2-huang-2014,l276-s4-huang-2009,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:temperature"", ""molding#0:temperature""]","[""extrusion#0:equipment type"", ""extrusion#0:rotation speed""]",
256,l413-s3-botta-2018,l318-s4-patsidis-2014,0,unilateral,[],"[""cooling#0:ambient condition"", ""extrusion#0:equipment type"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:equipment type"", ""extrusion#1:extruder"", ""extrusion#1:extrusion temperature"", ""extrusion#1:rotation speed"", ""extrusion#2:equipment type"", ""extrusion#3:extrusion temperature""]",[],
256,l413-s3-botta-2018,l318-s4-patsidis-2014,0,bilateral,[],[],[],True
256,l413-s3-botta-2018,l318-s4-patsidis-2014,0,article_block,[],"[""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:extruder"", ""extrusion#1:extrusion temperature"", ""extrusion#1:rotation speed"", ""extrusion#2:extruder"", ""extrusion#2:extrusion temperature"", ""extrusion#2:rotation speed"", ""extrusion#3:extruder"", ""extrusion#3:extrusion temperature"", ""extrusion#3:rotation speed""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]",
257,l282-s3-cui-2008,l289-s1-motaung-2012,0,unilateral,"[""mixing#0:temperature"", ""mixing#0:time""]","[""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""mixing#3:mixing method""]",[],
257,l282-s3-cui-2008,l289-s1-motaung-2012,0,bilateral,"[""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:temperature""]","[""mixing#0:temperature""]",True
257,l282-s3-cui-2008,l289-s1-motaung-2012,0,article_block,"[""mixing#0:temperature"", ""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:time""]","[""mixing#0:time"", ""molding#0:time""]",
258,l209-s12-ash-2001,l285-s3-pham-2012,0,unilateral,[],"[""drying evaporation#0:time""]",[],
258,l209-s12-ash-2001,l285-s3-pham-2012,0,bilateral,[],[],[],True
258,l209-s12-ash-2001,l285-s3-pham-2012,0,article_block,[],"[""drying evaporation#0:time""]","[""molding#0:pressure"", ""molding#0:time""]",
259,l413-s3-botta-2018,l278-s2-choi-2001,0,unilateral,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""drying evaporation#2:time"", ""extrusion#0:equipment type"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:extrusion temperature"", ""extrusion#1:rotation speed"", ""extrusion#2:equipment type"", ""extrusion#2:extruder"", ""extrusion#2:rotation speed"", ""extrusion#3:equipment type"", ""extrusion#3:extruder"", ""extrusion#3:rotation speed""]",[],
259,l413-s3-botta-2018,l278-s2-choi-2001,0,bilateral,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time""]","[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature""]","[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature""]",True
259,l413-s3-botta-2018,l278-s2-choi-2001,0,article_block,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time""]","[""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:extruder"", ""extrusion#1:extrusion temperature"", ""extrusion#1:rotation speed"", ""extrusion#2:extruder"", ""extrusion#2:extrusion temperature"", ""extrusion#2:rotation speed"", ""extrusion#3:extruder"", ""extrusion#3:extrusion temperature"", ""extrusion#3:rotation speed""]","[""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:pressure"", ""solvent#0:solvent name""]",
260,l314-s4-diezpascual-2011,l316-s5-chandrasekaran-2013,0,unilateral,"[""mixing#0:mixing method"", ""mixing#1:time""]","[""drying evaporation#0:ambient condition"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method""]",[],
260,l314-s4-diezpascual-2011,l316-s5-chandrasekaran-2013,0,bilateral,"[""mixing#0:mixing method"", ""mixing#1:time""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
260,l314-s4-diezpascual-2011,l316-s5-chandrasekaran-2013,0,article_block,"[""mixing#0:mixing method"", ""mixing#1:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""molding#0:temperature""]","[""heating#1:time"", ""heating#2:time"", ""mixing#0:mixing method"", ""mixing#1:time""]",
261,l200-s4-schoch-2008,l217-s6-ash-2002,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]","[""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:mixing method""]",[],
261,l200-s4-schoch-2008,l217-s6-ash-2002,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]","[""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]","[""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]",True
261,l200-s4-schoch-2008,l217-s6-ash-2002,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]","[""mixing#0:time"", ""mixing#1:time""]","[""drying evaporation#0:time"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]",
262,l313-s2-huang-2014,l258-s4-du-2004,0,unilateral,[],"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""mixing#0:temperature""]",[],
262,l313-s2-huang-2014,l258-s4-du-2004,0,bilateral,[],[],[],True
262,l313-s2-huang-2014,l258-s4-du-2004,0,article_block,[],"[""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:temperature"", ""molding#0:temperature""]",[],
263,l388-s1-benes-2018,l285-s3-pham-2012,0,unilateral,[],"[""additive#1:additive"", ""curing#0:time"", ""curing#1:time"", ""heating#0:temperature"", ""mixing#0:mixing method""]",[],
263,l388-s1-benes-2018,l285-s3-pham-2012,0,bilateral,[],[],[],True
263,l388-s1-benes-2018,l285-s3-pham-2012,0,article_block,[],"[""additive#0:additive"", ""additive#1:additive"", ""curing#0:time"", ""curing#1:time"", ""heating#0:time""]","[""molding#0:pressure"", ""molding#0:time""]",
264,l111-s4-singha-2009,l271-s15-sun-2004,0,unilateral,"[""mixing#0:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""mixing#0:mixer"", ""mixing#1:time"", ""molding#1:time""]",[],
264,l111-s4-singha-2009,l271-s15-sun-2004,0,bilateral,"[""mixing#0:mixing method""]",[],[],True
264,l111-s4-singha-2009,l271-s15-sun-2004,0,article_block,"[""mixing#0:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#3:ambient condition"", ""mixing#0:mixer"", ""mixing#1:rotational frequency"", ""mixing#2:mixer"", ""molding#1:temperature""]","[""mixing#0:mixing method"", ""mixing#0:time""]",
265,l180-s3-maillard-2012,l260-s5-haggenmueller-2006,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:pressure""]",[],
265,l180-s3-maillard-2012,l260-s5-haggenmueller-2006,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
265,l180-s3-maillard-2012,l260-s5-haggenmueller-2006,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:ambient condition"", ""heating#0:pressure"", ""molding#0:ambient condition""]","[""mixing#0:mixer"", ""mixing#0:time""]",
266,l276-s3-huang-2009,l259-s3-chen-2017,0,unilateral,[],"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:equipment type""]",[],
266,l276-s3-huang-2009,l259-s3-chen-2017,0,bilateral,[],[],[],True
266,l276-s3-huang-2009,l259-s3-chen-2017,0,article_block,[],"[""extrusion#0:equipment type"", ""extrusion#0:rotation speed""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]",
267,l121-s8-nelson-2005,e108-s10-huang-2016,0,unilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#1:mixing method""]","[""additive#0:additive"", ""additive#1:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixer"", ""mixing#1:mixing method""]",[],
267,l121-s8-nelson-2005,e108-s10-huang-2016,0,bilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#1:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""mixing#1:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""mixing#1:mixing method""]",True
267,l121-s8-nelson-2005,e108-s10-huang-2016,0,article_block,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#1:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""drying evaporation#2:time"", ""heating#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""mixing#1:mixing method"", ""molding#0:ambient condition""]",
268,l171-s15-rittigstein-2006,l259-s2-chen-2017,0,unilateral,"[""mixing#0:mixing method""]","[""cooling#0:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""solvent#0:solvent name""]",[],
268,l171-s15-rittigstein-2006,l259-s2-chen-2017,0,bilateral,"[""mixing#0:mixing method""]",[],[],True
268,l171-s15-rittigstein-2006,l259-s2-chen-2017,0,article_block,"[""mixing#0:mixing method""]","[""cooling#0:temperature"", ""cooling#0:time"", ""cooling#1:temperature"", ""cooling#1:time"", ""drying evaporation#0:time"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]",
269,l154-s3-eitan-2005,l316-s3-chandrasekaran-2013,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]","[""drying evaporation#0:time"", ""mixing#0:mixer"", ""mixing#1:time""]",[],
269,l154-s3-eitan-2005,l316-s3-chandrasekaran-2013,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]",[],[],True
269,l154-s3-eitan-2005,l316-s3-chandrasekaran-2013,0,article_block,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:mixer""]","[""heating#1:time"", ""heating#2:time"", ""mixing#0:mixing method"", ""mixing#1:time""]",
270,e116-s21-prasad-2018,l289-s1-motaung-2012,0,unilateral,[],"[""drying evaporation#0:ambient condition"", ""extrusion#0:extrusion temperature""]",[],
270,e116-s21-prasad-2018,l289-s1-motaung-2012,0,bilateral,[],[],[],True
270,e116-s21-prasad-2018,l289-s1-motaung-2012,0,article_block,[],"[""extrusion#0:equipment type""]","[""mixing#0:time"", ""molding#0:time""]",
271,l382-s1-huang-2019,l137-s8-yang-2014,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:time"", ""solvent#0:solvent name""]",[],
271,l382-s1-huang-2019,l137-s8-yang-2014,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
271,l382-s1-huang-2019,l137-s8-yang-2014,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""drying evaporation#0:ambient condition"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]",
272,l196-s4-petersson-2006,l276-s4-huang-2009,0,unilateral,[],"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#1:mixing method""]",[],
272,l196-s4-petersson-2006,l276-s4-huang-2009,0,bilateral,[],[],[],True
272,l196-s4-petersson-2006,l276-s4-huang-2009,0,article_block,[],"[""heating#0:ambient condition"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""extrusion#0:equipment type"", ""extrusion#0:rotation speed""]",
273,l320-s2-wang-2014,l111-s4-singha-2009,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time""]","[""heating#1:ambient condition"", ""heating#1:temperature"", ""heating#2:time"", ""heating#3:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#3:mixer"", ""mixing#3:mixing method""]",[],
273,l320-s2-wang-2014,l111-s4-singha-2009,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method""]",True
273,l320-s2-wang-2014,l111-s4-singha-2009,0,article_block,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time""]","[""heating#2:time"", ""heating#3:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:mixer""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#3:ambient condition"", ""mixing#0:mixer"", ""mixing#1:rotational frequency"", ""mixing#2:mixer"", ""molding#1:temperature""]",
274,l282-s2-cui-2008,l259-s3-chen-2017,0,unilateral,"[""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""mixing#3:mixing method""]",[],
274,l282-s2-cui-2008,l259-s3-chen-2017,0,bilateral,"[""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]","[""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]",True
274,l282-s2-cui-2008,l259-s3-chen-2017,0,article_block,"[""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:time""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]",
275,l382-s1-huang-2019,l236-s9-fukushima-2012,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:time""]",[],
275,l382-s1-huang-2019,l236-s9-fukushima-2012,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
275,l382-s1-huang-2019,l236-s9-fukushima-2012,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""cooling#1:pressure"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:temperature"", ""molding#0:temperature""]",
276,l174-s6-ramanathan-2008,l285-s3-pham-2012,0,unilateral,[],"[""mixing#1:time""]",[],
276,l174-s6-ramanathan-2008,l285-s3-pham-2012,0,bilateral,[],[],[],True
